group,crop,annotator,organelle,all mean,all std,all min_max normalized,all mean_std normalized,disagreement mean,disagreement std,disagreement min_max normalized,disagreement mean_std normalized
group6,06,i1,endo-mem,225.3260977009068,2.2248581775181697,0.562968886238165,-0.9059732375790432,225.69383390977723,2.240208696027424,0.5756494451647319,-0.7813250558544202
group6,06,d1,endo-mem,225.37387820642974,2.2744519197814963,0.5646164898768875,-0.889777516321098,225.72808361947284,2.302091159037492,0.5768304696369945,-0.7697157447907422
group6,06,refinements,endo-mem,224.55700372046732,1.9802014639011707,0.5364484041540456,-1.1666659948454547,224.70688054271204,2.0363435048908034,0.5416165704383463,-1.1158636182373602
group6,06,f1,endo-mem,225.32375811156996,2.2277843043191687,0.5628882107437917,-0.9067662667934184,225.88504388974462,2.2299200316354426,0.5822428927498146,-0.716512356545458
group6,06,gt,endo-lum,227.41312262693043,2.161272552351847,0.6349352629976011,-0.19855347317268732,225.481803117837,2.1106454017975738,0.5683380385461031,-0.853195195501979
group6,06,predictions,endo-lum,227.87931962711374,2.8053852806328647,0.6510110216246119,-0.04053093691818096,227.83483679605007,3.1857208997166335,0.6494771308982783,-0.05560887560439877
group6,06,i1,endo-lum,227.91370913664753,2.09418813197862,0.6521968667809491,-0.028874239181087353,229.17673844727568,2.663756066313555,0.695749601630196,0.39924326254192233
group6,06,d1,endo-lum,227.60614763871084,2.2578951700437284,0.6415912978865805,-0.1331255491189033,227.02177498824662,2.983199162414544,0.6214405168360904,-0.33120500545992027
group6,06,refinements,endo-lum,227.93664024406854,2.6828894794107194,0.6529875946230532,-0.021101491281876054,227.9617919547856,3.2207719249739566,0.6538548949926073,-0.012576045779035039
group6,06,f1,endo-lum,227.32633988761282,2.2056239182150827,0.6319427547452696,-0.22796942515155139,225.41520397596503,2.131419303590749,0.5660415164125872,-0.8757696979265823
group6,06,gt,vesicle-mem,225.68281168861824,2.5249963919060514,0.5752693685730429,-0.7850611574209586,225.90593228500282,2.555045119268816,0.5829631822414766,-0.7094320081183145
group6,06,predictions,vesicle-mem,224.7385913282323,2.457697787743498,0.5427100458011139,-1.1051149030964136,224.88915430028342,2.5029934080040306,0.5479018724235662,-1.054079948559643
group6,06,i1,vesicle-mem,225.68828852203808,2.317115616055822,0.5754582248978648,-0.7832047252532154,225.9222043299338,2.279522698462651,0.5835242872390968,-0.7039164217695594
group6,06,d1,vesicle-mem,225.75875592493995,2.30158872928159,0.5778881353427568,-0.7593190337420239,226.08867266891676,2.2276538451826036,0.589264574790233,-0.6474901703740823
group6,06,refinements,vesicle-mem,224.30097199722286,2.505078660816547,0.5276197240421676,-1.2534507280221865,224.36724012010063,2.6085390094329113,0.529904831727608,-1.2309884280806311
group6,06,f1,vesicle-mem,226.0314210664724,2.5282234040476754,0.5872903816024967,-0.6668962227925533,226.20027945481797,2.52400042833795,0.5931130846488957,-0.6096598382089481
group6,06,gt,vesicle-lum,227.00860324354295,2.784543895374086,0.6209863187428604,-0.33566971137641527,226.86032012125108,2.871559262111517,0.6158731076293475,-0.3859318860774214
group6,06,predictions,vesicle-lum,226.78293466619064,2.6863845704396727,0.6132046436617462,-0.4121625264999272,226.63423263340763,2.717972520858266,0.6080769873588839,-0.46256669546139983
group6,06,i1,vesicle-lum,226.71022543165301,2.4206330746076246,0.6106974286776902,-0.4368081111910376,225.84001267943668,2.209960909127748,0.5806900923943684,-0.731776174332086
group6,06,d1,vesicle-lum,226.33100734309707,2.4956801583178967,0.5976209428654162,-0.5653482007317965,225.81557625321824,2.384454423135484,0.5798474570075255,-0.7400591663859091
group6,06,refinements,vesicle-lum,226.75327148737483,2.726242424503045,0.6121817754267184,-0.4222171831107634,226.58972196553054,2.761203563931118,0.6065421367424325,-0.4776540697378414
group6,06,f1,vesicle-lum,227.44605034848442,2.609221695358895,0.6360707016718765,-0.18739226434681006,227.40126526731515,2.682691288450212,0.6345263885281087,-0.20257265398884675
group6,06,gt,lyso-mem,223.12725134616574,2.7368366556592405,0.487146598143646,-1.6512960896641675,224.02003213711836,2.6382553760144174,0.5179321426592539,-1.348678344697631
group6,06,predictions,lyso-mem,225.9088,3.1657672940378925,0.5830620689655177,-0.7084599649757514,226.84453993933266,2.7006623940630132,0.6153289634252642,-0.39128075011628277
group6,06,i1,lyso-mem,222.65134825014343,2.5997731852623303,0.47073614655666995,-1.8126086125144776,223.13093891402715,2.6259582365145446,0.4872737556561088,-1.6500461484894215
group6,06,d1,lyso-mem,225.01652728561305,2.677747049007583,0.5522940443314845,-1.0109054918724882,225.34954807933718,2.4875836123851762,0.5637775199771442,-0.8980244771317599
group6,06,refinements,lyso-mem,227.31638418079095,1.616095744974565,0.6315994545100326,-0.23134402010085303,227.31638418079095,1.616095744974565,0.6315994545100326,-0.23134402010085303
group6,06,f1,lyso-mem,223.33871655221407,2.858503018773705,0.49443850180048504,-1.5796176614971065,224.02273840341425,2.816846826158796,0.5180254621866983,-1.3477610263457578
group6,06,gt,lyso-lum,220.1451369057618,2.154404413331847,0.3843150657159242,-2.6621161659163097,220.43549735302312,2.3080122377522305,0.39432749493183183,-2.5636953389135946
group6,06,predictions,lyso-lum,227.01211002975532,2.2561581907608095,0.6211072424053559,-0.33448104810495904,227.03093219993974,2.226596720769035,0.6217562827565428,-0.32810106910640974
group6,06,i1,lyso-lum,219.99751861042185,1.963171673424304,0.37922477966971896,-2.7121529903017385,220.3325277912035,2.073937898023561,0.3907768203863272,-2.5985979901733742
group6,06,d1,lyso-lum,224.90473340491823,2.277808286412585,0.5484390829282149,-1.0487992418498209,225.13053540269996,2.0114891090701943,0.5562253587137918,-0.9722612024227699
group6,06,refinements,lyso-lum,227.21964322971,2.097501017922749,0.628263559645172,-0.26413541610613694,227.21964322971,2.097501017922749,0.628263559645172,-0.26413541610613694
group6,06,f1,lyso-lum,220.63418869380666,2.3634795228723964,0.4011789204760918,-2.496346751106128,221.41397658744236,2.487563199462741,0.4280681581876677,-2.2320291758226762
